X,Y,GEOID,State,NAME,variable,value,County,inequality,NursePractitioner,medIncome,covid_cases,pcntblackfem,TOT_POP,state_pop,pcnt_pop,tot_nurse,covid_incidence
778713.0937,1111111.324,1065,Alabama,"Hale County, Alabama",POP,14726,Hale,6.362011272,3930,34724,39,59.9147397,14749,4887681,0.003017586,12,264.4247068
1015709.695,995280.2013,1067,Alabama,"Henry County, Alabama",POP,17209,Henry,4.898382392,3930,46027,28,26.99504058,17173,4887681,0.003513527,14,163.046643
1014495.425,954669.3579,1069,Alabama,"Houston County, Alabama",POP,104722,Houston,5.141591486,3930,47993,213,27.89206862,104770,4887681,0.021435523,84,203.3024721
906142.3116,1349847.099,1071,Alabama,"Jackson County, Alabama",POP,51736,Jackson,5.040583263,3930,41929,175,3.534200715,51621,4887681,0.01056145,42,339.0093179
838206.06,1205354.528,1073,Alabama,"Jefferson County, Alabama",POP,659300,Jefferson,5.340298508,3930,55013,5664,44.73866574,659429,4887681,0.134916538,530,858.9249184
725875.4304,1220473.427,1075,Alabama,"Lamar County, Alabama",POP,13844,Lamar,5.049253831,3930,40936,44,10.85762569,13882,4887681,0.002840202,11,316.9572108
755454.2958,1348990.731,1077,Alabama,"Lauderdale County, Alabama",POP,92387,Lauderdale,4.523242916,3930,48707,231,10.50291863,92604,4887681,0.018946408,74,249.4492679
790293.5566,1309435.812,1079,Alabama,"Lawrence County, Alabama",POP,32957,Lawrence,4.901549018,3930,43909,71,11.18545713,32941,4887681,0.006739597,26,215.5368689
991459.1063,1114385.081,1081,Alabama,"Lee County, Alabama",POP,163941,Lee,6.336576709,3930,48937,1643,24.46321506,163656,4887681,0.033483364,132,1003.935083
817134.642,1344349.643,1083,Alabama,"Limestone County, Alabama",POP,96174,Limestone,5.127206694,3930,64863,396,13.36578061,96177,4887681,0.01967743,77,411.7408528
876177.0516,1052156.679,1085,Alabama,"Lowndes County, Alabama",POP,9974,Lowndes,6.478165013,3930,33973,57,74.03700906,9974,4887681,0.002040641,8,571.4858632
962772.2658,1087061.71,1087,Alabama,"Macon County, Alabama",POP,18439,Macon,6.751067503,3930,32495,50,82.21375576,18321,4887681,0.003748403,15,272.9108673
856593.4439,1342905.438,1089,Alabama,"Madison County, Alabama",POP,366519,Madison,5.240480881,3930,63755,1800,26.03621216,367004,4887681,0.075087552,295,490.4578697
768782.8681,1052598.878,1091,Alabama,"Marengo County, Alabama",POP,19066,Marengo,7.483942951,3930,37733,112,52.75247525,19056,4887681,0.003898781,15,587.7413938
741704.8076,1261915.705,1093,Alabama,"Marion County, Alabama",POP,29763,Marion,4.78808713,3930,37887,227,3.151121136,29750,4887681,0.006086731,24,763.0252101
883106.2389,1301064.838,1095,Alabama,"Marshall County, Alabama",POP,96109,Marshall,4.917149099,3930,46233,285,2.493017907,96170,4887681,0.019675998,77,296.3502132
743215.4931,887259.8254,1097,Alabama,"Mobile County, Alabama",POP,413757,Mobile,5.271608361,3930,43598,1638,37.30547012,413908,4887681,0.084683923,333,395.7401162
815194.7554,981031.6555,1099,Alabama,"Monroe County, Alabama",POP,21067,Monroe,8.40203675,3930,39556,47,43.00851295,21062,4887681,0.004309201,17,223.1506979
916754.2335,1063590.332,1101,Alabama,"Montgomery County, Alabama",POP,225763,Montgomery,5.488204456,3930,49640,774,60.36084927,226504,4887681,0.046341813,182,341.7158196
832569.0943,1305771.783,1103,Alabama,"Morgan County, Alabama",POP,119089,Morgan,4.595366869,3930,52797,346,13.2881468,119203,4887681,0.024388457,96,290.2611511
811026.3687,1100121.777,1105,Alabama,"Perry County, Alabama",POP,9140,Perry,4.714705594,3930,26814,2,69.61999174,9070,4887681,0.001855686,7,22.05071665
731246.6933,1165077.388,1107,Alabama,"Pickens County, Alabama",POP,19938,Pickens,5.82206738,3930,37586,122,42.42545527,19980,4887681,0.004087828,16,610.6106106
946540.2004,1019943.356,1109,Alabama,"Pike County, Alabama",POP,33338,Pike,6.953474775,3930,37259,133,39.54447737,33242,4887681,0.00680118,27,400.0962638
973287.9731,1190112.998,1111,Alabama,"Randolph County, Alabama",POP,22725,Randolph,5.090426591,3930,40546,112,20.16323024,22727,4887681,0.004649853,18,492.8059137
1011232.19,1081521.401,1113,Alabama,"Russell County, Alabama",POP,57781,Russell,5.198554823,3930,39104,85,46.7968984,57784,4887681,0.011822375,46,147.0995431
889774.2742,1228578.22,1115,Alabama,"St. Clair County, Alabama",POP,88690,St. Clair,4.215113307,3930,57284,332,8.878337216,88654,4887681,0.018138254,71,374.4895887
863027.1202,1175229.909,1117,Alabama,"Shelby County, Alabama",POP,215707,Shelby,4.180078388,3930,75663,1841,13.46366158,215583,4887681,0.04410742,173,853.9634387
727423.5207,1087515.63,1119,Alabama,"Sumter County, Alabama",POP,12691,Sumter,7.560845305,3930,27859,87,72.46651136,12634,4887681,0.002584866,10,688.6180149
907241.8619,1192689.222,1121,Alabama,"Talladega County, Alabama",POP,79828,Talladega,5.008697753,3930,41630,200,34.02804456,80137,4887681,0.01639571,64,249.5726069
947324.4103,1138813.262,1123,Alabama,"Tallapoosa County, Alabama",POP,40497,Tallapoosa,5.555796316,3930,42205,311,27.99366724,40535,4887681,0.008293299,33,767.2381892
783133.5847,1170546.782,1125,Alabama,"Tuscaloosa County, Alabama",POP,208911,Tuscaloosa,5.017339356,3930,52557,751,33.88655676,208319,4887681,0.042621235,168,360.5048027
798887.1016,1229598.008,1127,Alabama,"Walker County, Alabama",POP,63711,Walker,5.050161717,3930,45434,655,6.418867114,63669,4887681,0.013026423,51,1028.758108
737381.1154,956049.8084,1129,Alabama,"Washington County, Alabama",POP,16378,Washington,5.049040775,3930,44424,73,23.71171171,16402,4887681,0.003355784,13,445.0676747
816379.0041,1027959.493,1131,Alabama,"Wilcox County, Alabama",POP,10627,Wilcox,5.762843994,3930,25385,107,72.45465972,10599,4887681,0.002168513,9,1009.529201
788385.1526,1267460.392,1133,Alabama,"Winston County, Alabama",POP,23660,Winston,4.353599446,3930,41156,35,0.823970037,23693,4887681,0.004847493,19,147.7229561
-1210747.61,1455917.555,4001,Arizona,"Apache County, Arizona",POP,71818,Apache,7.631551472,4790,33652,332,0.562460559,71731,7158024,0.010021062,48,462.840334
-1290624.675,1071883.174,4003,Arizona,"Cochise County, Arizona",POP,126770,Cochise,4.743002545,4790,49164,86,3.987734986,126411,7158024,0.017660041,85,68.03205417
-1405355.862,1537180.303,4005,Arizona,"Coconino County, Arizona",POP,142854,Coconino,5.076506991,4790,60187,1793,1.353994701,142523,7158024,0.019910942,95,1258.042562
-1355983.747,1298428.105,4007,Arizona,"Gila County, Arizona",POP,53889,Gila,4.685011062,4790,43585,27,0.699815838,53801,7158024,0.00751618,36,50.1849408
-1286203.031,1189862.357,4009,Arizona,"Graham County, Arizona",POP,38072,Graham,4.69129746,4790,50157,51,0.974428298,37995,7158024,0.005308029,25,134.2281879
-1222279.002,1212473.908,4011,Arizona,"Greenlee County, Arizona",POP,9483,Greenlee,3.306928451,4790,65818,11,1.853063004,9448,7158024,0.001319917,6,116.426757
-1644762.942,1340758.03,4012,Arizona,"La Paz County, Arizona",POP,21098,La Paz,5.151811265,4790,37350,37,1.181063934,21039,7158024,0.002939219,14,175.8638719
-1517306.475,1274174.215,4013,Arizona,"Maricopa County, Arizona",POP,4410824,Maricopa,4.481821548,4790,65234,15599,6.177763681,4402403,7158024,0.615030489,2946,354.3292152
-1583920.789,1553362.804,4015,Arizona,"Mohave County, Arizona",POP,209550,Mohave,4.163877231,4790,45129,178,0.937107526,209292,7158024,0.029238796,140,85.04864018
-1284776.106,1467522.456,4017,Arizona,"Navajo County, Arizona",POP,110445,Navajo,5.761791296,4790,40650,2225,0.700620757,110242,7158024,0.015401178,74,2018.287041
-1476198.362,1125779.679,4019,Arizona,"Pima County, Arizona",POP,1039073,Pima,4.773894303,4790,53395,4256,3.778746687,1036554,7158024,0.144810076,694,410.5912475
-1420562.76,1207604.613,4021,Arizona,"Pinal County, Arizona",POP,447138,Pinal,4.063084979,4790,58848,1342,4.925141586,446806,7158024,0.062420299,299,300.3540687
-1398752.422,1048493.011,4023,Arizona,"Santa Cruz County, Arizona",POP,46511,Santa Cruz,4.571832705,4790,40545,53,0.879789851,46395,7158024,0.006481537,31,114.2364479
-1498494.071,1412815.102,4025,Arizona,"Yavapai County, Arizona",POP,231993,Yavapai,4.158434087,4790,48758,496,0.776581018,231772,7158024,0.032379327,155,214.0034172
-1657884.953,1234144.934,4027,Arizona,"Yuma County, Arizona",POP,212128,Yuma,4.361084562,4790,44116,159,2.011575312,211612,7158024,0.029562907,142,75.13751583
422362.7627,1257747.498,5001,Arkansas,"Arkansas County, Arkansas",POP,17769,Arkansas,5.552234751,2730,43887,13,26.29512488,17726,3009733,0.005889559,16,73.33859867
391893.988,1133365.283,5003,Arkansas,"Ashley County, Arkansas",POP,20046,Ashley,5.156390882,2730,41127,47,26.29892202,20012,3009733,0.006649095,18,234.8590845
325937.133,1477165.912,5005,Arkansas,"Baxter County, Arkansas",POP,41619,Baxter,3.77351425,2730,39686,38,0.30726257,41624,3009733,0.013829798,38,91.29348453
155076.4095,1478103.673,5007,Arkansas,"Benton County, Arkansas",POP,272608,Benton,4.154319337,2730,68978,590,1.885083664,272266,3009733,0.090461845,247,216.699845
258741.9652,1477247.984,5009,Arkansas,"Boone County, Arkansas",POP,37480,Boone,4.047710289,2730,44482,40,0.337392588,37385,3009733,0.012421368,34,106.994784
354193.5323,1162500.226,5011,Arkansas,"Bradley County, Arkansas",POP,10897,Bradley,5.526905538,2730,37729,36,29.27135678,10838,3009733,0.003600984,10,332.164606
322393.2038,1171516.041,5013,Arkansas,"Calhoun County, Arkansas",POP,5277,Calhoun,5.139437668,2730,44969,0,21.59751842,5227,3009733,0.001736699,5,0
218930.9143,1479763.622,5015,Arkansas,"Carroll County, Arkansas",POP,28223,Carroll,3.854656489,2730,45023,11,0.699448919,28097,3009733,0.00933538,25,39.1500872
435391.4544,1143883.053,5017,Arkansas,"Chicot County, Arkansas",POP,10438,Chicot,6.297514996,2730,31787,36,55.38997484,10442,3009733,0.003469411,9,344.7615399
258724.9774,1224505.98,5019,Arkansas,"Clark County, Arkansas",POP,22061,Clark,4.928917138,2730,45408,385,25.14485344,22313,3009733,0.007413614,20,1725.45153
496029.5188,1494566.145,5021,Arkansas,"Clay County, Arkansas",POP,14847,Clay,4.975643651,2730,37687,4,0.582318687,14763,3009733,0.004905086,13,27.09476394
357025.5467,1394481.859,5023,Arkansas,"Cleburne County, Arkansas",POP,24965,Cleburne,3.926907438,2730,44902,1084,0.35488959,24994,3009733,0.008304391,23,4337.04089
350161.8192,1210644.127,5025,Arkansas,"Cleveland County, Arkansas",POP,8018,Cleveland,4.806483141,2730,47600,94,11.78952594,7995,3009733,0.002656382,7,1175.734834
256760.6629,1130953.004,5027,Arkansas,"Columbia County, Arkansas",POP,23537,Columbia,5.969694746,2730,40909,36,37.67723957,23586,3009733,0.007836576,21,152.6329178
297501.2816,1361300.284,5029,Arkansas,"Conway County, Arkansas",POP,20891,Conway,4.675535256,2730,44565,47,11.39539275,20825,3009733,0.006919218,19,225.6902761
480306.2882,1433368.69,5031,Arkansas,"Craighead County, Arkansas",POP,108558,Craighead,4.790714545,2730,45615,224,16.76261308,108816,3009733,0.036154702,99,205.8520806
157823.7939,1394180.985,5033,Arkansas,"Crawford County, Arkansas",POP,63406,Crawford,4.237471087,2730,47363,37,1.547756221,63379,3009733,0.021058014,57,58.37895833
513447.7283,1365423.747,5035,Arkansas,"Crittenden County, Arkansas",POP,48342,Crittenden,4.652353105,2730,42606,575,55.5432897,48363,3009733,0.016068867,44,1188.925418
471236.1409,1372861.032,5037,Arkansas,"Cross County, Arkansas",POP,16676,Cross,4.523747117,2730,41214,49,23.52941176,16630,3009733,0.005525407,15,294.6482261
306825.7378,1217002.062,5039,Arkansas,"Dallas County, Arkansas",POP,7182,Dallas,4.07687058,2730,37259,6,42.58953168,7152,3009733,0.002376291,6,83.89261745
435911.4263,1207218.856,5041,Arkansas,"Desha County, Arkansas",POP,11512,Desha,5.122672003,2730,36132,63,49.17009039,11507,3009733,0.003823263,10,547.4928305
394380.7511,1177985.24,5043,Arkansas,"Drew County, Arkansas",POP,18328,Drew,6.087119894,2730,42494,49,28.88414309,18328,3009733,0.006089577,17,267.350502
331288.4028,1349628.118,5045,Arkansas,"Faulkner County, Arkansas",POP,124806,Faulkner,4.912618623,2730,53882,663,12.62920856,125138,3009733,0.041577775,114,529.8150841
189632.2719,1386219.312,5047,Arkansas,"Franklin County, Arkansas",POP,17810,Franklin,5.693855705,2730,43696,4,0.696785795,17764,3009733,0.005902185,16,22.51745102
371592.4144,1489670.425,5049,Arkansas,"Fulton County, Arkansas",POP,12269,Fulton,4.714603273,2730,35630,0,0.654533844,12308,3009733,0.004089399,11,0
259320.412,1283332.068,5051,Arkansas,"Garland County, Arkansas",POP,99154,Garland,4.747454284,2730,43610,622,8.605751446,98966,3009733,0.032881987,90,628.4986763
326636.4063,1253533.915,5053,Arkansas,"Grant County, Arkansas",POP,18188,Grant,4.905029285,2730,52050,72,2.654770972,18180,3009733,0.006040403,16,396.039604
485075.0376,1465795.208,5055,Arkansas,"Greene County, Arkansas",POP,45325,Greene,4.174157038,2730,46512,70,1.8006682,45339,3009733,0.015064127,41,154.3924656
214492.2622,1188017.228,5057,Arkansas,"Hempstead County, Arkansas",POP,21741,Hempstead,4.369302477,2730,38682,27,31.94506377,21685,3009733,0.007204958,20,124.51003
278850.7732,1254970.994,5059,Arkansas,"Hot Spring County, Arkansas",POP,33701,Hot Spring,4.513667801,2730,47205,71,10.13977287,33672,3009733,0.011187703,31,210.8576859
183777.6347,1226826.287,5061,Arkansas,"Howard County, Arkansas",POP,13341,Howard,4.90708422,2730,40199,56,21.80342128,13302,3009733,0.004419661,12,420.9893249
397003.5491,1419050.553,5063,Arkansas,"Independence County, Arkansas",POP,37678,Independence,4.228371243,2730,45596,75,2.171215881,37768,3009733,0.012548621,34,198.5808092
364528.0453,1457195.822,5065,Arkansas,"Izard County, Arkansas",POP,13593,Izard,4.210636696,2730,37828,4,0.612369871,13582,3009733,0.004512693,12,29.45074363
429595.0724,1404664.825,5067,Arkansas,"Jackson County, Arkansas",POP,16811,Jackson,4.925727668,2730,36573,0,17.23076923,16753,3009733,0.005566274,15,0
371661.8996,1252975.723,5069,Arkansas,"Jefferson County, Arkansas",POP,68114,Jefferson,5.064169068,2730,38596,908,58.3684012,68067,3009733,0.022615627,62,1333.979755
228189.9238,1393645.097,5071,Arkansas,"Johnson County, Arkansas",POP,26742,Johnson,4.271281117,2730,39381,87,1.901649086,26659,3009733,0.008857596,24,326.3438238
221518.1423,1132961.279,5073,Arkansas,"Lafayette County, Arkansas",POP,6682,Lafayette,6.231674136,2730,35527,12,37.80595694,6679,3009733,0.002219134,6,179.6676149
436701.7637,1454599.562,5075,Arkansas,"Lawrence County, Arkansas",POP,16434,Lawrence,4.541530846,2730,40308,45,1.153707487,16432,3009733,0.005459621,15,273.8558909
473416.5062,1315269.722,5077,Arkansas,"Lee County, Arkansas",POP,8985,Lee,6.880290085,2730,28080,14,57.58962624,8976,3009733,0.002982324,8,155.9714795
391303.4287,1219004.916,5079,Arkansas,"Lincoln County, Arkansas",POP,13383,Lincoln,5.029688505,2730,44951,122,21.67419925,13184,3009733,0.004380455,12,925.3640777
162526.2331,1183026.002,5081,Arkansas,"Little River County, Arkansas",POP,12326,Little River,5.01130141,2730,43559,0,20.67881835,12297,3009733,0.004085744,11,0
206082.964,1353372.593,5083,Arkansas,"Logan County, Arkansas",POP,21737,Logan,4.061418875,2730,41471,4,1.409748457,21673,3009733,0.007200971,20,18.45614359
373231.9597,1307358.748,5085,Arkansas,"Lonoke County, Arkansas",POP,73657,Lonoke,4.021998596,2730,56651,185,6.374630476,73391,3009733,0.024384555,67,252.074505
203239.7407,1442377.493,5087,Arkansas,"Madison County, Arkansas",POP,16481,Madison,4.813082002,2730,42674,2,0.794329708,16362,3009733,0.005436363,15,12.22344457
295128.98,1473929.93,5089,Arkansas,"Marion County, Arkansas",POP,16722,Marion,4.657865089,2730,36581,0,0.57762584,16665,3009733,0.005537036,15,0
195016.688,1140273.498,5091,Arkansas,"Miller County, Arkansas",POP,43592,Miller,4.908937225,2730,42162,106,26.38995877,43362,3009733,0.014407258,39,244.4536691
532481.8547,1428934.216,5093,Arkansas,"Mississippi County, Arkansas",POP,41239,Mississippi,4.821079786,2730,36718,26,37.29982522,41236,3009733,0.013700883,37,63.0517024
435778.3388,1301733.242,5095,Arkansas,"Monroe County, Arkansas",POP,6900,Monroe,6.323531821,2730,32922,8,41.04946707,6880,3009733,0.002285917,6,116.2790698
213098.9181,1277832.214,5097,Arkansas,"Montgomery County, Arkansas",POP,8924,Montgomery,4.520327131,2730,38318,0,0.824604413,8910,3009733,0.002960395,8,0
247949.3441,1180928.012,5099,Arkansas,"Nevada County, Arkansas",POP,8326,Nevada,4.2591312,2730,37626,12,31.81057163,8308,3009733,0.002760378,8,144.4390948
248777.9445,1433412.755,5101,Arkansas,"Newton County, Arkansas",POP,7805,Newton,4.641922529,2730,36078,11,0.545738046,7800,3009733,0.002591592,7,141.025641
287341.5001,1174245.64,5103,Arkansas,"Ouachita County, Arkansas",POP,23606,Ouachita,5.523594194,2730,37624,22,42.20596511,23620,3009733,0.007847872,21,93.14140559
277878.1321,1325409.516,5105,Arkansas,"Perry County, Arkansas",POP,10352,Perry,3.730424909,2730,45342,22,1.736641221,10380,3009733,0.003448811,9,211.9460501
469559.3358,1275563.206,5107,Arkansas,"Phillips County, Arkansas",POP,18029,Phillips,6.003447116,2730,29945,6,64.46142573,18054,3009733,0.005998539,16,33.23363244
214441.0727,1235891.104,5109,Arkansas,"Pike County, Arkansas",POP,10673,Pike,3.911018733,2730,41534,30,2.999062793,10666,3009733,0.003543836,10,281.2675792
479232.2997,1404517.728,5111,Arkansas,"Poinsett County, Arkansas",POP,23974,Poinsett,4.197126125,2730,37370,81,8.472922426,23903,3009733,0.0079419,22,338.869598
161440.2036,1270792.194,5113,Arkansas,"Polk County, Arkansas",POP,20049,Polk,4.209381045,2730,39048,72,0.507119173,20019,3009733,0.006651421,18,359.6583246
266849.1869,1381033.87,5115,Arkansas,"Pope County, Arkansas",POP,64000,Pope,4.868083172,2730,45788,160,3.064405512,63594,3009733,0.021129449,58,251.5960625
403296.0958,1317173.967,5117,Arkansas,"Prairie County, Arkansas",POP,8074,Prairie,4.631470807,2730,43245,12,12.25198413,8082,3009733,0.002685288,7,148.4780995
334777.5171,1307555.253,5119,Arkansas,"Pulaski County, Arkansas",POP,392680,Pulaski,5.005316646,2730,49957,2339,39.01431355,391918,3009733,0.130216866,355,596.8085161
442024.2774,1488543.832,5121,Arkansas,"Randolph County, Arkansas",POP,17948,Randolph,4.350573248,2730,37799,50,0.915710503,17970,3009733,0.005970629,16,278.2415136
475035.1727,1342406.719,5123,Arkansas,"St. Francis County, Arkansas",POP,25439,St. Francis,5.172142972,2730,33257,130,56.00663524,25509,3009733,0.008475503,23,509.6240543
302183.3658,1292553.333,5125,Arkansas,"Saline County, Arkansas",POP,121421,Saline,3.652379856,2730,63677,282,8.30878783,121074,3009733,0.040227489,110,232.9154071
175611.9703,1313021.728,5127,Arkansas,"Scott County, Arkansas",POP,10319,Scott,4.565916857,2730,35826,10,0.627697136,10339,3009733,0.003435188,9,96.72115292
295148.504,1433883.995,5129,Arkansas,"Searcy County, Arkansas",POP,7958,Searcy,4.657492566,2730,31659,82,0.404551201,7930,3009733,0.002634785,7,1034.047919
155794.3902,1350541.868,5131,Arkansas,"Sebastian County, Arkansas",POP,127753,Sebastian,4.571881105,2730,46843,110,6.829470199,127570,3009733,0.04238582,116,86.2271694
161283.3693,1216144.74,5133,Arkansas,"Sevier County, Arkansas",POP,17139,Sevier,4.093025585,2730,44100,58,4.046106798,17061,3009733,0.005668609,15,339.9566262
402803.6971,1466341.04,5135,Arkansas,"Sharp County, Arkansas",POP,17366,Sharp,4.102155226,2730,36032,10,0.812542916,17290,3009733,0.005744696,16,57.83689994
343904.8737,1430000.252,5137,Arkansas,"Stone County, Arkansas",POP,12457,Stone,4.913144296,2730,34009,80,0.442477876,12454,3009733,0.004137909,11,642.3638991
315270.0812,1128075.757,5139,Arkansas,"Union County, Arkansas",POP,39126,Union,5.709929436,2730,45335,146,33.94189633,39139,3009733,0.013004144,36,373.0294591
312944.2422,1397521.114,5141,Arkansas,"Van Buren County, Arkansas",POP,16603,Van Buren,4.683637035,2730,40486,322,0.501073729,16635,3009733,0.005527068,15,1935.677788
159445.5011,1437880.759,5143,Arkansas,"Washington County, Arkansas",POP,236961,Washington,4.694688628,2730,50893,381,3.377069428,236611,3009733,0.078615279,215,161.0237901
383676.63,1364065.38,5145,Arkansas,"White County, Arkansas",POP,78727,White,4.98053819,2730,44811,266,4.37074238,78381,3009733,0.026042509,71,339.3679591
429363.7905,1358382.532,5147,Arkansas,"Woodruff County, Arkansas",POP,6490,Woodruff,6.443951868,2730,34306,19,27.37563301,6466,3009733,0.002148363,6,293.8447263
234267.8808,1330275.809,5149,Arkansas,"Yell County, Arkansas",POP,21535,Yell,4.369500595,2730,41729,5,1.79910045,21462,3009733,0.007130865,19,23.29699003
-2234727.608,1929540.132,6001,California,"Alameda County, California",POP,1666753,Alameda,5.207726732,15100,101744,7174,11.48967839,1666756,39461588,0.042237428,638,430.4169297
-2033721.421,1985970.385,6003,California,"Alpine County, California",POP,1101,Alpine,4.193745819,15100,55384,13,0.197238659,1089,39461588,2.76E-05,0,1193.755739
-2107426.272,1987758.759,6005,California,"Amador County, California",POP,39383,Amador,4.24929972,15100,58515,59,0.573177518,39405,39461588,0.000998566,15,149.727192
-2150235.87,2141001.32,6007,California,"Butte County, California",POP,231256,Butte,5.574449766,15100,50945,153,1.564497996,230339,39461588,0.005837043,88,66.42383617
-2106256.311,1959371.251,6009,California,"Calaveras County, California",POP,45602,Calaveras,4.638413537,15100,62984,85,0.762494009,45698,39461588,0.001158038,17,186.0037638
-2217246.318,2102822.273,6011,California,"Colusa County, California",POP,21627,Colusa,4.217870817,15100,57249,25,1.076908415,21418,39461588,0.000542756,8,116.7242506
